*DEBUG* 	2016/09/20 - 14:01:00: |1474372860.2498|addButton|{"label":"En 3fois","position":2,"height":60,"displayType":"bloc","nbPayment":3,"reportPayment":0,"minAmount":null,"maxAmount":null,"executedAt":3}
*DEBUG* 	v1.7.1.0	2017/05/03 - 12:24:30: |1493807070.8247|addButton|{"label":"report","position":null,"height":60,"displayType":1,"nbPayment":2,"reportPayment":0,"minAmount":null,"maxAmount":null,"executedAt":3}
*DEBUG* 	v1.7.1.0	2017/05/03 - 12:24:50: |1493807090.8095|hookPaymentOptions|{"id":76,"id_shop_group":"1","id_shop":"1","id_address_delivery":"5","id_address_invoice":"5","id_currency":"1","id_customer":"2","id_guest":"2","id_lang":"1","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","date_add":"2017-05-03 12:24:47","secure_key":"a391d259660c087080b0f3b7091cb0a4","id_carrier":"0","date_upd":"2017-05-03 12:24:47","checkedTos":false,"pictures":null,"textFields":null,"delivery_option":"","allow_seperated_package":"0","id_shop_list":null,"force_id":false}
*DEBUG* 	v1.7.1.0	2017/05/03 - 12:24:52: |1493807092.7535|hookPaymentOptions|{"id":76,"id_shop_group":"1","id_shop":"1","id_address_delivery":"5","id_address_invoice":"5","id_currency":"1","id_customer":"2","id_guest":"2","id_lang":"1","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","date_add":"2017-05-03 12:24:47","secure_key":"a391d259660c087080b0f3b7091cb0a4","id_carrier":"0","date_upd":"2017-05-03 12:24:52","checkedTos":false,"pictures":null,"textFields":null,"delivery_option":"","allow_seperated_package":"0","id_shop_list":null,"force_id":false}
*DEBUG* 	v1.7.1.0	2017/05/03 - 12:24:54: |1493807094.6754|hookPaymentOptions|{"id":76,"id_shop_group":"1","id_shop":"1","id_address_delivery":"5","id_address_invoice":"5","id_currency":"1","id_customer":"2","id_guest":"2","id_lang":"1","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","date_add":"2017-05-03 12:24:47","secure_key":"a391d259660c087080b0f3b7091cb0a4","id_carrier":"1","date_upd":"2017-05-03 12:24:54","checkedTos":false,"pictures":null,"textFields":null,"delivery_option":"a:1:{i:5;s:2:\"1,\";}","allow_seperated_package":"0","id_shop_list":null,"force_id":false}
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:55:32: |1493812532.1633|addButton|{"label":"abonnement","position":null,"height":0,"displayType":1,"nbPayment":2,"reportPayment":0,"minAmount":null,"maxAmount":null,"executedAt":1}
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:55:43: |1493812543.7048|addButton|{"label":"report","position":null,"height":0,"displayType":1,"nbPayment":3,"reportPayment":0,"minAmount":null,"maxAmount":null,"executedAt":3}
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:55:55: |1493812555.3111|hookPaymentOptions|{"id":76,"id_shop_group":"1","id_shop":"1","id_address_delivery":"5","id_address_invoice":"5","id_currency":"1","id_customer":"2","id_guest":"2","id_lang":"1","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","date_add":"2017-05-03 12:24:47","secure_key":"a391d259660c087080b0f3b7091cb0a4","id_carrier":"1","date_upd":"2017-05-03 12:24:54","checkedTos":false,"pictures":null,"textFields":null,"delivery_option":"a:1:{i:5;s:2:\"1,\";}","allow_seperated_package":"0","id_shop_list":null,"force_id":false}
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:56:26: |1493812586.1278|validateWebPayment|"RETURN"
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:56:26: |1493812586.9042|validateWebPayment-validateOrder|74
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:56:26: |1493812586.9049|InsertPaygreenTransaction|"New Transaction"
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:56:26: |1493812586.9103|Id existant : |74
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:56:26: |1493812586.9106|validateWebPayment-order|{"id_address_delivery":"5","id_address_invoice":"5","id_shop_group":"1","id_shop":"1","id_cart":"76","id_currency":"1","id_lang":"1","id_customer":"2","id_carrier":"1","current_state":"2","secure_key":"a391d259660c087080b0f3b7091cb0a4","payment":"PayGreen","module":"paygreen","conversion_rate":"1.000000","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","shipping_number":"","total_discounts":"0.000000","total_discounts_tax_incl":"0.000000","total_discounts_tax_excl":"0.000000","total_paid":"19.810000","total_paid_tax_incl":"19.810000","total_paid_tax_excl":"16.510000","total_paid_real":"19.810000","total_products":"16.510000","total_products_wt":"19.810000","total_shipping":"0.000000","total_shipping_tax_incl":"0.000000","total_shipping_tax_excl":"0.000000","carrier_tax_rate":"20.000","total_wrapping":"0.000000","total_wrapping_tax_incl":"0.000000","total_wrapping_tax_excl":"0.000000","invoice_number":"55","delivery_number":"0","invoice_date":"2017-05-03 13:56:26","delivery_date":"0000-00-00 00:00:00","valid":"1","date_add":"2017-05-03 13:56:26","date_upd":"2017-05-03 13:56:26","reference":"WWUTLBUMW","round_mode":"2","round_type":"2","id":74,"id_shop_list":null,"force_id":false}
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:56:34: |1493812594.4366|hookPaymentOptions|{"id":77,"id_shop_group":"1","id_shop":"1","id_address_delivery":"5","id_address_invoice":"5","id_currency":"1","id_customer":"2","id_guest":"2","id_lang":"1","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","date_add":"2017-05-03 13:56:31","secure_key":"a391d259660c087080b0f3b7091cb0a4","id_carrier":"0","date_upd":"2017-05-03 13:56:31","checkedTos":false,"pictures":null,"textFields":null,"delivery_option":"","allow_seperated_package":"0","id_shop_list":null,"force_id":false}
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:56:36: |1493812596.6461|hookPaymentOptions|{"id":77,"id_shop_group":"1","id_shop":"1","id_address_delivery":"5","id_address_invoice":"5","id_currency":"1","id_customer":"2","id_guest":"2","id_lang":"1","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","date_add":"2017-05-03 13:56:31","secure_key":"a391d259660c087080b0f3b7091cb0a4","id_carrier":"0","date_upd":"2017-05-03 13:56:36","checkedTos":false,"pictures":null,"textFields":null,"delivery_option":"","allow_seperated_package":"0","id_shop_list":null,"force_id":false}
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:56:38: |1493812598.4895|hookPaymentOptions|{"id":77,"id_shop_group":"1","id_shop":"1","id_address_delivery":"5","id_address_invoice":"5","id_currency":"1","id_customer":"2","id_guest":"2","id_lang":"1","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","date_add":"2017-05-03 13:56:31","secure_key":"a391d259660c087080b0f3b7091cb0a4","id_carrier":"1","date_upd":"2017-05-03 13:56:38","checkedTos":false,"pictures":null,"textFields":null,"delivery_option":"a:1:{i:5;s:2:\"1,\";}","allow_seperated_package":"0","id_shop_list":null,"force_id":false}
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:57:01: |1493812621.2395|validateWebPayment|"RETURN"
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:57:01: |1493812621.9855|validateWebPayment-validateOrder|75
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:57:01: |1493812621.9861|InsertPaygreenTransaction|"New Transaction"
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:57:01: |1493812621.9977|Id existant : |75
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:57:01: |1493812621.9978|validateWebPayment-order|{"id_address_delivery":"5","id_address_invoice":"5","id_shop_group":"1","id_shop":"1","id_cart":"77","id_currency":"1","id_lang":"1","id_customer":"2","id_carrier":"1","current_state":"2","secure_key":"a391d259660c087080b0f3b7091cb0a4","payment":"PayGreen","module":"paygreen","conversion_rate":"1.000000","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","shipping_number":"","total_discounts":"0.000000","total_discounts_tax_incl":"0.000000","total_discounts_tax_excl":"0.000000","total_paid":"32.390000","total_paid_tax_incl":"32.390000","total_paid_tax_excl":"26.990000","total_paid_real":"32.390000","total_products":"26.990000","total_products_wt":"32.390000","total_shipping":"0.000000","total_shipping_tax_incl":"0.000000","total_shipping_tax_excl":"0.000000","carrier_tax_rate":"20.000","total_wrapping":"0.000000","total_wrapping_tax_incl":"0.000000","total_wrapping_tax_excl":"0.000000","invoice_number":"56","delivery_number":"0","invoice_date":"2017-05-03 13:57:01","delivery_date":"0000-00-00 00:00:00","valid":"1","date_add":"2017-05-03 13:57:01","date_upd":"2017-05-03 13:57:01","reference":"IKBWIQIRZ","round_mode":"2","round_type":"2","id":75,"id_shop_list":null,"force_id":false}
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:57:09: |1493812629.2097|hookPaymentOptions|{"id":78,"id_shop_group":"1","id_shop":"1","id_address_delivery":"5","id_address_invoice":"5","id_currency":"1","id_customer":"2","id_guest":"2","id_lang":"1","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","date_add":"2017-05-03 13:57:05","secure_key":"a391d259660c087080b0f3b7091cb0a4","id_carrier":"0","date_upd":"2017-05-03 13:57:05","checkedTos":false,"pictures":null,"textFields":null,"delivery_option":"","allow_seperated_package":"0","id_shop_list":null,"force_id":false}
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:57:11: |1493812631.2802|hookPaymentOptions|{"id":78,"id_shop_group":"1","id_shop":"1","id_address_delivery":"5","id_address_invoice":"5","id_currency":"1","id_customer":"2","id_guest":"2","id_lang":"1","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","date_add":"2017-05-03 13:57:05","secure_key":"a391d259660c087080b0f3b7091cb0a4","id_carrier":"0","date_upd":"2017-05-03 13:57:10","checkedTos":false,"pictures":null,"textFields":null,"delivery_option":"","allow_seperated_package":"0","id_shop_list":null,"force_id":false}
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:57:13: |1493812633.0704|hookPaymentOptions|{"id":78,"id_shop_group":"1","id_shop":"1","id_address_delivery":"5","id_address_invoice":"5","id_currency":"1","id_customer":"2","id_guest":"2","id_lang":"1","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","date_add":"2017-05-03 13:57:05","secure_key":"a391d259660c087080b0f3b7091cb0a4","id_carrier":"1","date_upd":"2017-05-03 13:57:12","checkedTos":false,"pictures":null,"textFields":null,"delivery_option":"a:1:{i:5;s:2:\"1,\";}","allow_seperated_package":"0","id_shop_list":null,"force_id":false}
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:57:37: |1493812657.6741|validateWebPayment|"RETURN"
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:57:38: |1493812658.4421|validateWebPayment-validateOrder|76
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:57:38: |1493812658.4434|InsertPaygreenTransaction|"New Transaction"
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:57:38: |1493812658.4483|Id existant : |76
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:57:38: |1493812658.4484|validateWebPayment-order|{"id_address_delivery":"5","id_address_invoice":"5","id_shop_group":"1","id_shop":"1","id_cart":"78","id_currency":"1","id_lang":"1","id_customer":"2","id_carrier":"1","current_state":"2","secure_key":"a391d259660c087080b0f3b7091cb0a4","payment":"PayGreen","module":"paygreen","conversion_rate":"1.000000","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","shipping_number":"","total_discounts":"0.000000","total_discounts_tax_incl":"0.000000","total_discounts_tax_excl":"0.000000","total_paid":"19.810000","total_paid_tax_incl":"19.810000","total_paid_tax_excl":"16.510000","total_paid_real":"19.810000","total_products":"16.510000","total_products_wt":"19.810000","total_shipping":"0.000000","total_shipping_tax_incl":"0.000000","total_shipping_tax_excl":"0.000000","carrier_tax_rate":"20.000","total_wrapping":"0.000000","total_wrapping_tax_incl":"0.000000","total_wrapping_tax_excl":"0.000000","invoice_number":"57","delivery_number":"0","invoice_date":"2017-05-03 13:57:37","delivery_date":"0000-00-00 00:00:00","valid":"1","date_add":"2017-05-03 13:57:37","date_upd":"2017-05-03 13:57:38","reference":"TOHCFYKBU","round_mode":"2","round_type":"2","id":76,"id_shop_list":null,"force_id":false}
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:57:50: |1493812670.0708|validateWebPayment|"CALLBACK"
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:57:50: |1493812670.0788|isPaygreenTransacExist|"Same pid"
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:57:50: |1493812670.0792|Order already exists => |74
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:57:50: |1493812670.083|isPaygreenTransacExist|"Same pid"
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:57:50: |1493812670.0835|Id existant : |74
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:57:50: |1493812670.0838|validateWebPayment-order|{"id_address_delivery":"5","id_address_invoice":"5","id_shop_group":"1","id_shop":"1","id_cart":"76","id_currency":"1","id_lang":"1","id_customer":"2","id_carrier":"1","current_state":"2","secure_key":"a391d259660c087080b0f3b7091cb0a4","payment":"PayGreen","module":"paygreen","conversion_rate":"1.000000","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","shipping_number":"","total_discounts":"0.000000","total_discounts_tax_incl":"0.000000","total_discounts_tax_excl":"0.000000","total_paid":"19.810000","total_paid_tax_incl":"19.810000","total_paid_tax_excl":"16.510000","total_paid_real":"19.810000","total_products":"16.510000","total_products_wt":"19.810000","total_shipping":"0.000000","total_shipping_tax_incl":"0.000000","total_shipping_tax_excl":"0.000000","carrier_tax_rate":"20.000","total_wrapping":"0.000000","total_wrapping_tax_incl":"0.000000","total_wrapping_tax_excl":"0.000000","invoice_number":"55","delivery_number":"0","invoice_date":"2017-05-03 13:56:26","delivery_date":"0000-00-00 00:00:00","valid":"1","date_add":"2017-05-03 13:56:26","date_upd":"2017-05-03 13:56:26","reference":"WWUTLBUMW","round_mode":"2","round_type":"2","id":74,"id_shop_list":null,"force_id":false}
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:57:57: |1493812677.0786|validateWebPayment|"CALLBACK"
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:57:57: |1493812677.0805|isPaygreenTransacExist|"Same pid"
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:57:57: |1493812677.0805|Order already exists => |75
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:57:57: |1493812677.0814|isPaygreenTransacExist|"Same pid"
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:57:57: |1493812677.0814|Id existant : |75
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:57:57: |1493812677.0815|validateWebPayment-order|{"id_address_delivery":"5","id_address_invoice":"5","id_shop_group":"1","id_shop":"1","id_cart":"77","id_currency":"1","id_lang":"1","id_customer":"2","id_carrier":"1","current_state":"2","secure_key":"a391d259660c087080b0f3b7091cb0a4","payment":"PayGreen","module":"paygreen","conversion_rate":"1.000000","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","shipping_number":"","total_discounts":"0.000000","total_discounts_tax_incl":"0.000000","total_discounts_tax_excl":"0.000000","total_paid":"32.390000","total_paid_tax_incl":"32.390000","total_paid_tax_excl":"26.990000","total_paid_real":"32.390000","total_products":"26.990000","total_products_wt":"32.390000","total_shipping":"0.000000","total_shipping_tax_incl":"0.000000","total_shipping_tax_excl":"0.000000","carrier_tax_rate":"20.000","total_wrapping":"0.000000","total_wrapping_tax_incl":"0.000000","total_wrapping_tax_excl":"0.000000","invoice_number":"56","delivery_number":"0","invoice_date":"2017-05-03 13:57:01","delivery_date":"0000-00-00 00:00:00","valid":"1","date_add":"2017-05-03 13:57:01","date_upd":"2017-05-03 13:57:01","reference":"IKBWIQIRZ","round_mode":"2","round_type":"2","id":75,"id_shop_list":null,"force_id":false}
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:58:03: |1493812683.2341|validateWebPayment|"CALLBACK"
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:58:03: |1493812683.2369|Order already exists => |75
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:58:03: |1493812683.2421|InsertPaygreenTransaction|"New Transaction"
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:58:03: |1493812683.2496|Id existant : |75
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:58:03: |1493812683.2497|validateWebPayment-order|{"id_address_delivery":"5","id_address_invoice":"5","id_shop_group":"1","id_shop":"1","id_cart":"77","id_currency":"1","id_lang":"1","id_customer":"2","id_carrier":"1","current_state":"2","secure_key":"a391d259660c087080b0f3b7091cb0a4","payment":"PayGreen","module":"paygreen","conversion_rate":"1.000000","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","shipping_number":"","total_discounts":"0.000000","total_discounts_tax_incl":"0.000000","total_discounts_tax_excl":"0.000000","total_paid":"32.390000","total_paid_tax_incl":"32.390000","total_paid_tax_excl":"26.990000","total_paid_real":"32.390000","total_products":"26.990000","total_products_wt":"32.390000","total_shipping":"0.000000","total_shipping_tax_incl":"0.000000","total_shipping_tax_excl":"0.000000","carrier_tax_rate":"20.000","total_wrapping":"0.000000","total_wrapping_tax_incl":"0.000000","total_wrapping_tax_excl":"0.000000","invoice_number":"56","delivery_number":"0","invoice_date":"2017-05-03 13:57:01","delivery_date":"0000-00-00 00:00:00","valid":"1","date_add":"2017-05-03 13:57:01","date_upd":"2017-05-03 13:57:01","reference":"IKBWIQIRZ","round_mode":"2","round_type":"2","id":75,"id_shop_list":null,"force_id":false}
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:58:10: |1493812690.1997|validateWebPayment|"CALLBACK"
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:58:10: |1493812690.2015|isPaygreenTransacExist|"Same pid"
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:58:10: |1493812690.2015|Order already exists => |76
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:58:10: |1493812690.2024|isPaygreenTransacExist|"Same pid"
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:58:10: |1493812690.2024|Id existant : |76
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:58:10: |1493812690.2024|validateWebPayment-order|{"id_address_delivery":"5","id_address_invoice":"5","id_shop_group":"1","id_shop":"1","id_cart":"78","id_currency":"1","id_lang":"1","id_customer":"2","id_carrier":"1","current_state":"2","secure_key":"a391d259660c087080b0f3b7091cb0a4","payment":"PayGreen","module":"paygreen","conversion_rate":"1.000000","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","shipping_number":"","total_discounts":"0.000000","total_discounts_tax_incl":"0.000000","total_discounts_tax_excl":"0.000000","total_paid":"19.810000","total_paid_tax_incl":"19.810000","total_paid_tax_excl":"16.510000","total_paid_real":"19.810000","total_products":"16.510000","total_products_wt":"19.810000","total_shipping":"0.000000","total_shipping_tax_incl":"0.000000","total_shipping_tax_excl":"0.000000","carrier_tax_rate":"20.000","total_wrapping":"0.000000","total_wrapping_tax_incl":"0.000000","total_wrapping_tax_excl":"0.000000","invoice_number":"57","delivery_number":"0","invoice_date":"2017-05-03 13:57:37","delivery_date":"0000-00-00 00:00:00","valid":"1","date_add":"2017-05-03 13:57:37","date_upd":"2017-05-03 13:57:38","reference":"TOHCFYKBU","round_mode":"2","round_type":"2","id":76,"id_shop_list":null,"force_id":false}
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:58:17: |1493812697.2098|validateWebPayment|"CALLBACK"
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:58:17: |1493812697.2169|Order already exists => |76
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:58:17: |1493812697.2179|InsertPaygreenTransaction|"New Transaction"
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:58:17: |1493812697.2186|Id existant : |76
*DEBUG* 	v1.7.1.0	2017/05/03 - 13:58:17: |1493812697.2186|validateWebPayment-order|{"id_address_delivery":"5","id_address_invoice":"5","id_shop_group":"1","id_shop":"1","id_cart":"78","id_currency":"1","id_lang":"1","id_customer":"2","id_carrier":"1","current_state":"2","secure_key":"a391d259660c087080b0f3b7091cb0a4","payment":"PayGreen","module":"paygreen","conversion_rate":"1.000000","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","shipping_number":"","total_discounts":"0.000000","total_discounts_tax_incl":"0.000000","total_discounts_tax_excl":"0.000000","total_paid":"19.810000","total_paid_tax_incl":"19.810000","total_paid_tax_excl":"16.510000","total_paid_real":"19.810000","total_products":"16.510000","total_products_wt":"19.810000","total_shipping":"0.000000","total_shipping_tax_incl":"0.000000","total_shipping_tax_excl":"0.000000","carrier_tax_rate":"20.000","total_wrapping":"0.000000","total_wrapping_tax_incl":"0.000000","total_wrapping_tax_excl":"0.000000","invoice_number":"57","delivery_number":"0","invoice_date":"2017-05-03 13:57:37","delivery_date":"0000-00-00 00:00:00","valid":"1","date_add":"2017-05-03 13:57:37","date_upd":"2017-05-03 13:57:38","reference":"TOHCFYKBU","round_mode":"2","round_type":"2","id":76,"id_shop_list":null,"force_id":false}
*DEBUG* 	v1.7.1.0	2017/05/03 - 14:07:43: |1493813263.7713|addButton|{"label":"report","position":null,"height":0,"displayType":1,"nbPayment":3,"reportPayment":0,"minAmount":null,"maxAmount":null,"executedAt":3}
*DEBUG* 	v1.7.1.0	2017/05/03 - 14:14:05: |1493813645.8675|validateWebPayment|"RETURN"
*DEBUG* 	v1.7.1.0	2017/05/03 - 14:14:05: |1493813645.8697|Order already exists => |29
*DEBUG* 	v1.7.1.0	2017/05/03 - 14:14:05: |1493813645.8706|InsertPaygreenTransaction|"New Transaction"
*DEBUG* 	v1.7.1.0	2017/05/03 - 14:14:05: |1493813645.8775|Id existant : |29
*DEBUG* 	v1.7.1.0	2017/05/03 - 14:14:05: |1493813645.8777|validateWebPayment-order|{"id_address_delivery":"5","id_address_invoice":"5","id_shop_group":"1","id_shop":"1","id_cart":"31","id_currency":"1","id_lang":"1","id_customer":"2","id_carrier":"1","current_state":"2","secure_key":"a391d259660c087080b0f3b7091cb0a4","payment":"PayGreen","module":"paygreen","conversion_rate":"1.000000","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","shipping_number":"","total_discounts":"0.000000","total_discounts_tax_incl":"0.000000","total_discounts_tax_excl":"0.000000","total_paid":"19.810000","total_paid_tax_incl":"19.810000","total_paid_tax_excl":"16.510000","total_paid_real":"19.810000","total_products":"16.510000","total_products_wt":"19.810000","total_shipping":"0.000000","total_shipping_tax_incl":"0.000000","total_shipping_tax_excl":"0.000000","carrier_tax_rate":"20.000","total_wrapping":"0.000000","total_wrapping_tax_incl":"0.000000","total_wrapping_tax_excl":"0.000000","invoice_number":"19","delivery_number":"0","invoice_date":"2017-04-21 09:48:55","delivery_date":"0000-00-00 00:00:00","valid":"1","date_add":"2017-04-21 09:48:54","date_upd":"2017-04-21 09:48:55","reference":"QEZDKUCYF","round_mode":"2","round_type":"2","id":29,"id_shop_list":null,"force_id":false}
*DEBUG* 	v1.7.1.0	2017/05/03 - 14:15:17: |1493813717.7774|hookPaymentOptions|{"id":79,"id_shop_group":"1","id_shop":"1","id_address_delivery":"5","id_address_invoice":"5","id_currency":"1","id_customer":"2","id_guest":"2","id_lang":"1","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","date_add":"2017-05-03 14:14:17","secure_key":"a391d259660c087080b0f3b7091cb0a4","id_carrier":"0","date_upd":"2017-05-03 14:14:18","checkedTos":false,"pictures":null,"textFields":null,"delivery_option":"","allow_seperated_package":"0","id_shop_list":null,"force_id":false}
*DEBUG* 	v1.7.1.0	2017/05/03 - 14:15:19: |1493813719.8839|hookPaymentOptions|{"id":79,"id_shop_group":"1","id_shop":"1","id_address_delivery":"5","id_address_invoice":"5","id_currency":"1","id_customer":"2","id_guest":"2","id_lang":"1","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","date_add":"2017-05-03 14:14:17","secure_key":"a391d259660c087080b0f3b7091cb0a4","id_carrier":"0","date_upd":"2017-05-03 14:15:19","checkedTos":false,"pictures":null,"textFields":null,"delivery_option":"","allow_seperated_package":"0","id_shop_list":null,"force_id":false}
*DEBUG* 	v1.7.1.0	2017/05/03 - 14:15:21: |1493813721.6358|hookPaymentOptions|{"id":79,"id_shop_group":"1","id_shop":"1","id_address_delivery":"5","id_address_invoice":"5","id_currency":"1","id_customer":"2","id_guest":"2","id_lang":"1","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","date_add":"2017-05-03 14:14:17","secure_key":"a391d259660c087080b0f3b7091cb0a4","id_carrier":"1","date_upd":"2017-05-03 14:15:21","checkedTos":false,"pictures":null,"textFields":null,"delivery_option":"a:1:{i:5;s:2:\"1,\";}","allow_seperated_package":"0","id_shop_list":null,"force_id":false}
*DEBUG* 	v1.7.1.0	2017/05/03 - 14:16:12: |1493813772.3257|validateWebPayment|"RETURN"
*DEBUG* 	v1.7.1.0	2017/05/03 - 14:16:12: |1493813772.3299|isPaygreenTransacExist|"Same pid"
*DEBUG* 	v1.7.1.0	2017/05/03 - 14:16:12: |1493813772.33|Order already exists => |29
*DEBUG* 	v1.7.1.0	2017/05/03 - 14:16:12: |1493813772.3304|isPaygreenTransacExist|"Same pid"
*DEBUG* 	v1.7.1.0	2017/05/03 - 14:16:12: |1493813772.3305|Id existant : |29
*DEBUG* 	v1.7.1.0	2017/05/03 - 14:16:12: |1493813772.3305|validateWebPayment-order|{"id_address_delivery":"5","id_address_invoice":"5","id_shop_group":"1","id_shop":"1","id_cart":"31","id_currency":"1","id_lang":"1","id_customer":"2","id_carrier":"1","current_state":"2","secure_key":"a391d259660c087080b0f3b7091cb0a4","payment":"PayGreen","module":"paygreen","conversion_rate":"1.000000","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","shipping_number":"","total_discounts":"0.000000","total_discounts_tax_incl":"0.000000","total_discounts_tax_excl":"0.000000","total_paid":"19.810000","total_paid_tax_incl":"19.810000","total_paid_tax_excl":"16.510000","total_paid_real":"19.810000","total_products":"16.510000","total_products_wt":"19.810000","total_shipping":"0.000000","total_shipping_tax_incl":"0.000000","total_shipping_tax_excl":"0.000000","carrier_tax_rate":"20.000","total_wrapping":"0.000000","total_wrapping_tax_incl":"0.000000","total_wrapping_tax_excl":"0.000000","invoice_number":"19","delivery_number":"0","invoice_date":"2017-04-21 09:48:55","delivery_date":"0000-00-00 00:00:00","valid":"1","date_add":"2017-04-21 09:48:54","date_upd":"2017-04-21 09:48:55","reference":"QEZDKUCYF","round_mode":"2","round_type":"2","id":29,"id_shop_list":null,"force_id":false}
*DEBUG* 	v1.7.1.0	2017/05/03 - 14:55:50: |1493816150.1855|validateWebPayment|"CALLBACK"
*DEBUG* 	v1.7.1.0	2017/05/03 - 15:36:27: |1493818587.9799|hookPaymentOptions|{"id":79,"id_shop_group":"1","id_shop":"1","id_address_delivery":"5","id_address_invoice":"5","id_currency":"1","id_customer":"2","id_guest":"2","id_lang":"1","recyclable":"0","gift":"0","gift_message":"","mobile_theme":"0","date_add":"2017-05-03 14:14:17","secure_key":"a391d259660c087080b0f3b7091cb0a4","id_carrier":"1","date_upd":"2017-05-03 15:36:23","checkedTos":false,"pictures":null,"textFields":null,"delivery_option":"a:1:{i:5;s:2:\"1,\";}","allow_seperated_package":"0","id_shop_list":null,"force_id":false}
